threshold,precision,recall,f1
0.68,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.685,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.6900000000000001,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.6950000000000001,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.7000000000000001,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.7050000000000001,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.7100000000000001,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.715,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.72,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.725,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.73,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.735,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.74,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.745,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.75,0.9009433962264151,0.42444444444444446,0.5770392749244713
0.755,0.9052132701421801,0.42444444444444446,0.5779122541603631
0.76,0.9052132701421801,0.42444444444444446,0.5779122541603631
0.765,0.9243243243243243,0.38,0.5385826771653544
0.77,0.9490445859872612,0.33111111111111113,0.49093904448105435
0.775,0.9490445859872612,0.33111111111111113,0.49093904448105435
0.78,0.9490445859872612,0.33111111111111113,0.49093904448105435
0.785,0.9490445859872612,0.33111111111111113,0.49093904448105435
0.79,0.9846153846153847,0.28444444444444444,0.4413793103448276
0.795,0.9846153846153847,0.28444444444444444,0.4413793103448276
0.8,0.9846153846153847,0.28444444444444444,0.4413793103448276
0.805,0.9846153846153847,0.28444444444444444,0.4413793103448276
0.81,0.9846153846153847,0.28444444444444444,0.4413793103448276
0.8150000000000001,0.9846153846153847,0.28444444444444444,0.4413793103448276
0.8200000000000001,0.9846153846153847,0.28444444444444444,0.4413793103448276
0.8250000000000001,0.9846153846153847,0.28444444444444444,0.4413793103448276
0.8300000000000001,0.9846153846153847,0.28444444444444444,0.4413793103448276
0.8350000000000001,0.9846153846153847,0.28444444444444444,0.4413793103448276
0.8400000000000001,0.9846153846153847,0.28444444444444444,0.4413793103448276
0.845,0.9846153846153847,0.28444444444444444,0.4413793103448276
0.85,0.9913793103448276,0.25555555555555554,0.40636042402826855
0.855,0.9913793103448276,0.25555555555555554,0.40636042402826855
0.86,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.865,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.87,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.875,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.88,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.885,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.89,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.895,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.9,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.905,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.91,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.915,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.92,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.925,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.93,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.935,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.9400000000000001,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.9450000000000001,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.9500000000000001,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.9550000000000001,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.9600000000000001,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.9650000000000001,0.9907407407407407,0.23777777777777778,0.3835125448028674
0.97,1.0,0.2088888888888889,0.34558823529411764
0.975,1.0,0.1711111111111111,0.2922201138519924
0.98,1.0,0.1711111111111111,0.2922201138519924
0.985,0.0,0.0,0.0
0.99,0.0,0.0,0.0
